0	0	1	0	0	1000002	Bad complete transfer frame		-1	0	N		Y	1	N	
0	0	1	0	0	1000003	Idle complete transfer frame		-1	0	N		Y	1	N	
0	0	1	0	0	1000006	Good complete transfer frame		-1	0	N		Y	1	N	
0	0	34	0	0	36997	OBC_HPTM_packet		-1	16	Y			0	N	
0	0	2047	0	0	66986	Idle Packet		-1	16	Y			0	N	
0	0	3001	0	0	101	MATIS BASIC HKTM OK		-1	0	Y		Y	1	N	
0	0	3002	0	0	102	MATIS RX LOCK EXPECTED		-1	0	Y		Y	1	N	
1	1	161	0	0	14181	Telecommand Acceptance Report - Success		-1	16	Y			0		
1	1	177	0	0	20132	Telecommand Acceptance Report - Success		-1	16	Y			0		
1	1	193	0	0	32175	Telecommand Acceptance Report - Success		-1	16	Y			0		
1	1	209	0	0	27109	Telecommand Acceptance Report - Success		-1	16	Y			0		
1	1	225	0	0	10105	Telecommand Acceptance Report - Success		-1	16	Y			0		
1	1	257	0	0	27208	Telecommand Acceptance Report - Success		-1	16	Y			0		
1	1	481	0	0	80000	SSMM TC Accept Ack		-1	16	Y		Y	0	N	
1	1	497	0	0	80001	SSMA TC Accept Ack		-1	16	Y		Y	0	N	
1	1	513	0	0	80002	SSMB TC Accept Ack		-1	16	Y		Y	0	N	
1	1	641	0	0	91011	STR1 TCAcSucc		-1	16	Y		Y	0	N	
1	1	657	0	0	92011	STR2 TCAcSucc		-1	16	Y		Y	0	N	
1	1	801	0	0	52000	TM 1,1 accept report ok		-1	16	Y		Y	0	N	
1	1	865	0	0	52700	1,1 Acceptance Success Report		-1	16	Y		Y	0	N	
1	1	913	0	0	51300	EUI_TcAccSuccess		-1	16	Y		Y	0	N	
1	1	1025	0	0	50001	MAG TC Acceptance Report Success		-1	16	Y		Y	0	N	
1	1	1073	0	0	59001	TM(1,1) - TC Acceptance Report - Success		-1	16	Y		Y	0	N	
1	1	1153	0	0	53101	PHI_TC_acceptanceSuccess		-1	16	Y		Y	0	N	
1	1	1201	0	0	55000	RPW PID1 (DPU) TC acceptance success report.		-1	16	Y		Y	0	N	
1	1	1217	0	0	55143	RPW PID2 (LFR) TC acceptance success report.		-1	16	Y		Y	0	N	
1	1	1233	0	0	55210	RPW PID3 (TDS) TC acceptance success report		-1	16	Y		Y	0	N	
1	1	1249	0	0	55260	RPW PID4 (THR) TC acceptance success report		-1	16	Y		Y	0	N	
1	1	1265	0	0	55151	RPW PID5 (LFR SBM) TC acceptance success report.		-1	16	Y		Y	0	N	
1	1	1281	0	0	55218	RPW PID6 (TDS SBM) TC acceptance success report		-1	16	Y		Y	0	N	
1	1	1297	0	0	55013	RPW PID7 (OBC) TC acceptance success report.		-1	16	Y		Y	0	N	
1	1	1313	0	0	56313	OBC TC Acceptance Report Success		-1	16	Y		Y	0	N	
1	1	1377	0	0	57101	SPICE TC Acceptance Report Success		-1	16	Y		Y	0	N	
1	1	1441	0	0	54001	STIX TC ACC SUCCESS		-1	16	Y		Y	0	N	
1	1	1585	0	0	58000	SWA_TM_CMD_ACP		-1	16	Y		Y	0	N	
1	1	1937	0	0	64910	Telecommand Acceptance Report - Success		-1	16	Y			0	N	
1	2	161	256	0	14068	Illegal CCSDS packet version number		-1	16	Y			0	A	
1	2	161	257	0	14064	Illegal packet type		-1	16	Y			0	A	
1	2	161	258	0	14061	Illegal Data Field Header Flag		-1	16	Y			0	A	
1	2	161	259	0	14148	Unknown Process Identifier		-1	16	Y			0	A	
1	2	161	260	0	14063	Illegal Packet Category		-1	16	Y			0	A	
1	2	161	261	0	14065	Illegal Sequence Flag		-1	16	Y			0	A	
1	2	161	263	0	14080	Packet length is out of the allowed range		-1	16	Y			0	A	
1	2	161	266	0	14066	Illegal CCSDS secondary header flag		-1	16	Y			0	A	
1	2	161	267	0	14067	Illegal TC packet PUS version number		-1	16	Y			0	A	
1	2	161	268	0	14152	Unknown service type		-1	16	Y			0	A	
1	2	161	269	0	14153	Unknown service subtype		-1	16	Y			0	A	
1	2	161	270	0	14284	TC service state is Ignore Mode		-1	16	Y			0	A	
1	2	161	271	0	14028	Calculated checksum not equal to received checksum		-1	16	Y			0	A	
1	2	177	256	0	20072	Illegal CCSDS packet version number		-1	16	Y			0	A	
1	2	177	257	0	20068	Illegal packet type		-1	16	Y			0	A	
1	2	177	258	0	20065	Illegal Data Field Header Flag		-1	16	Y			0	A	
1	2	177	259	0	20116	Unknown Process Identifier		-1	16	Y			0	A	
1	2	177	260	0	20067	Illegal Packet Category		-1	16	Y			0	A	
1	2	177	261	0	20069	Illegal Sequence Flag		-1	16	Y			0	A	
1	2	177	263	0	20083	Packet length is out of the allowed range		-1	16	Y			0	A	
1	2	177	266	0	20070	Illegal CCSDS secondary header flag		-1	16	Y			0	A	
1	2	177	267	0	20071	Illegal TC packet PUS version number		-1	16	Y			0	A	
1	2	177	268	0	20118	Unknown service type		-1	16	Y			0	A	
1	2	177	269	0	20119	Unknown service subtype		-1	16	Y			0	A	
1	2	177	270	0	20064	TC service state is Ignore Mode		-1	16	Y			0	A	
1	2	177	271	0	20049	Calculated checksum not equal to received checksum		-1	16	Y			0	A	
1	2	193	256	0	32118	Illegal CCSDS packet version number		-1	16	Y			0	A	
1	2	193	257	0	32114	Illegal packet type		-1	16	Y			0	A	
1	2	193	258	0	32111	Illegal Data Field Header Flag		-1	16	Y			0	A	
1	2	193	259	0	32162	Unknown Process Identifier		-1	16	Y			0	A	
1	2	193	260	0	32113	Illegal Packet Category		-1	16	Y			0	A	
1	2	193	261	0	32115	Illegal Sequence Flag		-1	16	Y			0	A	
1	2	193	263	0	32129	Packet length is out of the allowed range		-1	16	Y			0	A	
1	2	193	266	0	32116	Illegal CCSDS secondary header flag		-1	16	Y			0	A	
1	2	193	267	0	32117	Illegal TC packet PUS version number		-1	16	Y			0	A	
1	2	193	268	0	32164	Unknown service type		-1	16	Y			0	A	
1	2	193	269	0	32165	Unknown service subtype		-1	16	Y			0	A	
1	2	193	270	0	32110	TC service state is Ignore Mode		-1	16	Y			0	A	
1	2	193	271	0	32095	Calculated checksum not equal to received checksum		-1	16	Y			0	A	
1	2	209	256	0	27049	Illegal CCSDS packet version number		-1	16	Y			0	A	
1	2	209	257	0	27045	Illegal packet type		-1	16	Y			0	A	
1	2	209	258	0	27042	Illegal Data Field Header Flag		-1	16	Y			0	A	
1	2	209	259	0	27093	Unknown Process Identifier		-1	16	Y			0	A	
1	2	209	260	0	27044	Illegal Packet Category		-1	16	Y			0	A	
1	2	209	261	0	27046	Illegal Sequence Flag		-1	16	Y			0	A	
1	2	209	263	0	27060	Packet length is out of the allowed range		-1	16	Y			0	A	
1	2	209	266	0	27047	Illegal CCSDS secondary header flag		-1	16	Y			0	A	
1	2	209	267	0	27048	Illegal TC packet PUS version number		-1	16	Y			0	A	
1	2	209	268	0	27095	Unknown service type		-1	16	Y			0	A	
1	2	209	269	0	27096	Unknown service subtype		-1	16	Y			0	A	
1	2	209	270	0	27041	TC service state is Ignore Mode		-1	16	Y			0	A	
1	2	209	271	0	27026	Calculated checksum not equal to received checksum		-1	16	Y			0	A	
1	2	225	256	0	10045	Illegal CCSDS packet version number		-1	16	Y			0	A	
1	2	225	257	0	10041	Illegal packet type		-1	16	Y			0	A	
1	2	225	258	0	10039	Illegal Data Field Header Flag		-1	16	Y			0	A	
1	2	225	259	0	10089	Unknown Process Identifier		-1	16	Y			0	A	
1	2	225	260	0	10040	Illegal Packet Category		-1	16	Y			0	A	
1	2	225	261	0	10042	Illegal Sequence Flag		-1	16	Y			0	A	
1	2	225	263	0	10055	Packet length is out of the allowed range		-1	16	Y			0	A	
1	2	225	266	0	10043	Illegal CCSDS secondary header flag		-1	16	Y			0	A	
1	2	225	267	0	10044	Illegal TC packet PUS version number		-1	16	Y			0	A	
1	2	225	268	0	10091	Unknown service type		-1	16	Y			0	A	
1	2	225	269	0	10092	Unknown service subtype		-1	16	Y			0	A	
1	2	225	270	0	10108	TC service state is Ignore Mode		-1	16	Y			0	A	
1	2	225	271	0	10019	Calculated checksum not equal to received checksum		-1	16	Y			0	A	
1	2	257	256	0	27150	Illegal CCSDS packet version number		-1	16	Y			0	A	
1	2	257	257	0	27146	Illegal packet type		-1	16	Y			0	A	
1	2	257	258	0	27143	Illegal Data Field Header Flag		-1	16	Y			0	A	
1	2	257	259	0	27194	Unknown Process Identifier		-1	16	Y			0	A	
1	2	257	260	0	27145	Illegal Packet Category		-1	16	Y			0	A	
1	2	257	261	0	27147	Illegal Sequence Flag		-1	16	Y			0	A	
1	2	257	263	0	27161	Packet length is out of the allowed range		-1	16	Y			0	A	
1	2	257	266	0	27148	Illegal CCSDS secondary header flag		-1	16	Y			0	A	
1	2	257	267	0	27149	Illegal TC packet PUS version number		-1	16	Y			0	A	
1	2	257	268	0	27196	Unknown service type		-1	16	Y			0	A	
1	2	257	269	0	27197	Unknown service subtype		-1	16	Y			0	A	
1	2	257	270	0	27142	TC service state is Ignore Mode		-1	16	Y			0	A	
1	2	257	271	0	27127	Calculated checksum not equal to received checksum		-1	16	Y			0	A	
1	2	481	1000	0	80033	SSMM Illegal APID (PAC error)		-1	16	Y		Y	0	A	
1	2	481	1001	0	80036	SSMM Wrong TC length		-1	16	Y		Y	0	A	
1	2	481	1002	0	80039	SSMM Wrong TC CRC		-1	16	Y		Y	0	A	
1	2	481	1003	0	80042	SSMM Wrong TC Type		-1	16	Y		Y	0	A	
1	2	481	1004	0	80045	SSMM Wrong TC subtype		-1	16	Y		Y	0	A	
1	2	481	1005	0	80048	SSMM Wrong TC vers num/type ind/DFHF		-1	16	Y		Y	0	A	
1	2	481	1006	0	80051	SSMM Wrong TC sequence flags		-1	16	Y		Y	0	A	
1	2	481	1007	0	80054	SSMM Wrong TC SHF/VN/Ack field		-1	16	Y		Y	0	A	
1	2	481	1083	0	80057	SSMM TC Source ID not foreseen		-1	16	Y		Y	0	A	
1	2	497	1000	0	80034	SSMA Illegal APID (PAC error)		-1	16	Y		Y	0	A	
1	2	497	1001	0	80037	SSMA Wrong TC length		-1	16	Y		Y	0	A	
1	2	497	1002	0	80040	SSMA Wrong TC CRC		-1	16	Y		Y	0	A	
1	2	497	1003	0	80043	SSMA Wrong TC Type		-1	16	Y		Y	0	A	
1	2	497	1004	0	80046	SSMA Wrong TC subtype		-1	16	Y		Y	0	A	
1	2	497	1005	0	80049	SSMA Wrong TC vers num/type ind/DFHF		-1	16	Y		Y	0	A	
1	2	497	1006	0	80052	SSMA Wrong TC sequence flags		-1	16	Y		Y	0	A	
1	2	497	1007	0	80055	SSMA Wrong TC SHF/VN/Ack field		-1	16	Y		Y	0	A	
1	2	497	1083	0	80058	SSMA TC Source ID not foreseen		-1	16	Y		Y	0	A	
1	2	513	1000	0	80035	SSMB Illegal APID (PAC error)		-1	16	Y		Y	0	A	
1	2	513	1001	0	80038	SSMB  Wrong TC length		-1	16	Y		Y	0	A	
1	2	513	1002	0	80041	SSMB Wrong TC CRC		-1	16	Y		Y	0	A	
1	2	513	1003	0	80044	SSMB Wrong TC Type		-1	16	Y		Y	0	A	
1	2	513	1004	0	80047	SSMB Wrong TC subtype		-1	16	Y		Y	0	A	
1	2	513	1005	0	80050	SSMB Wrong TC vers num/type ind/DFHF		-1	16	Y		Y	0	A	
1	2	513	1006	0	80053	SSMB Wrong TC sequence flags		-1	16	Y		Y	0	A	
1	2	513	1007	0	80056	SSMB Wrong TC SHF/VN/Ack field		-1	16	Y		Y	0	A	
1	2	513	1083	0	80059	SSMB TC Source ID not foreseen		-1	16	Y		Y	0	A	
1	2	641	0	0	91120	STR1 ILLEGAL APID		-1	16	Y		Y	0	A	
1	2	641	1	0	91121	STR1 INVALID LENGTH (1,2)		-1	16	Y		Y	0	A	
1	2	641	2	0	91122	STR1 INCORRECT CHECKSUM		-1	16	Y		Y	0	A	
1	2	641	3	0	91123	STR1 ILLEGAL PACKET TYPE		-1	16	Y		Y	0	A	
1	2	641	4	0	91124	STR1 ILLEGAL PACKET SUBTYPE		-1	16	Y		Y	0	A	
1	2	641	2500	0	91125	STR1 ILLEGAL SOURCE ID		-1	16	Y		Y	0	A	
1	2	657	0	0	92120	STR2 ILLEGAL APID		-1	16	Y		Y	0	A	
1	2	657	1	0	92121	STR2 INVALID LENGTH (1,2)		-1	16	Y		Y	0	A	
1	2	657	2	0	92122	STR2 INCORRECT CHECKSUM		-1	16	Y		Y	0	A	
1	2	657	3	0	92123	STR2 ILLEGAL PACKET TYPE		-1	16	Y		Y	0	A	
1	2	657	4	0	92124	STR2 ILLEGAL PACKET SUBTYPE		-1	16	Y		Y	0	A	
1	2	657	2500	0	92125	STR2 ILLEGAL SOURCE ID		-1	16	Y		Y	0	A	
1	2	801	40000	0	52001	TM 1,2 Illegal APID		-1	16	Y		Y	0	A	
1	2	801	40001	0	52030	TM 1,2 wrong header		-1	16	Y		Y	0	A	
1	2	801	40002	0	52031	TM 1,2 wrong CRC		-1	16	Y		Y	0	A	
1	2	801	40003	0	52032	TM 1,2 Wrong Type		-1	16	Y		Y	0	A	
1	2	801	40004	0	52033	TM 1,2 Wrong Subtype		-1	16	Y		Y	0	A	
1	2	801	40005	0	52034	TM 1,2 AppData Offset		-1	16	Y		Y	0	A	
1	2	801	40006	0	52035	TM 1,2 PUS version		-1	16	Y		Y	0	A	
1	2	801	40007	0	52036	TM 1,2 Seq Flag		-1	16	Y		Y	0	A	
1	2	801	40008	0	52037	TM 1,2 invalid ACK		-1	16	Y		Y	0	A	
