EGENRTCC	GENERIC CLOSE TC LINK		N		NOS2KHDR	251	1	1964		A		N			N				0	
EGENRTCO	GENERIC OPEN TC LINK		N		NOS2KHDR	251	1	1964		A		N			N				0	
EGENRTMC	GENERIC CLOSE TM LINK		N		NOS2KHDR	251	1	1964		A		N			N				0	
EGENRTMO	GENERIC OPEN TM LINK		N		NOS2KHDR	251	1	1964		A		N			N				0	
ESESIONC	CLOSE SESSION		N		NOS2KHDR	251	1	1964		A		N			N				0	
ESESIONO	OPEN SESSION		N		NOS2KHDR	251	1	1964		A		N			N				0	
INSERTBU	Insert Backup MTL Telecommands in Comman	This telecommand inserts (e.g. adds) one or more telecommands in		N	NOM_TC	11	132	172	4	N	Y	N	C	1	N				9	1
INSERTTT	Insert Telecommands in Command Schedule	This telecommand inserts (e.g. adds) one or more telecommands in		N	NOM_TC	11	4	172	4	N	Y	N	C	1	N				9	1
REIN_TTR	Reinit TTR		R	N	NO_HDR					N	Y	N	N		Y					
RESET	PAC RESET directive		R	N	NO_HDR					N	Y	N	N		Y					
SETVR	SETV( R ) Directive		F	N	NO_HDR					N	Y	N	N		Y					
TC_ONLY	CPDU TC_Only		R	N	NO_HDR					N	Y	N	N		Y					
UNLOCK	FARM UNLOCK directive		F	N	NO_HDR					N	Y	N	N		Y					
ZACX0001	Get Values FSS Thresholds			N	NOM_TC	139	2	188	21	N	Y	N	C	2	N				9	2
ZAHG0000	H-APME_A Go To Az-El			N	NOM_TC	2	128	172	13	N	Y	N	C	1	N				9	1
ZAHG0001	H-APME_A Standby			N	NOM_TC	2	128	172	8	N	Y	N	C	1	N				9	1
ZAHG0002	H-APME_A Ready			N	NOM_TC	2	128	172	8	N	Y	N	C	1	N				9	1
ZAHG0003	H-APME_A Motor On			N	NOM_TC	2	128	172	8	N	Y	N	C	1	N				9	1
ZAHG0004	H-APME_A Steer			N	NOM_TC	2	128	172	8	N	Y	N	C	1	N				9	1
ZAHG0005	H-APME_A Go to Safe Pos			N	NOM_TC	2	128	172	12	N	Y	N	C	1	N				9	1
ZAHG0006	H-APME_A Stop			N	NOM_TC	2	128	172	8	N	Y	N	C	1	N				9	1
ZAHG0007	H-APME_A Clear Alarms			N	NOM_TC	2	128	172	8	N	Y	N	C	1	N				9	1
ZAHG0008	HAPME_A Arm Set Ctrl Par			N	NOM_TC	2	128	172	8	N	Y	N	C	1	N				9	1
ZAHG0009	HAPME_A Set Ctrl Par			N	NOM_TC	2	128	172	15	N	Y	N	C	1	N				9	1
ZAHG0010	HAPME_A Arm Set Mot Curr			N	NOM_TC	2	128	172	8	N	Y	N	C	1	N				9	1
ZAHG0011	HAPME_A Set Motor Curr			N	NOM_TC	2	128	172	20	N	Y	N	C	1	N				9	1
ZAHG0012	HAPME_A Arm Set Cnfg Par			N	NOM_TC	2	128	172	8	N	Y	N	C	1	N				9	1
ZAHG0013	HAPME_A Set Config Par			N	NOM_TC	2	128	172	18	N	Y	N	C	1	N				9	1
ZAHG0014	HAPME_A Arm Set Thresh			N	NOM_TC	2	128	172	8	N	Y	N	C	1	N				9	1
ZAHG0015	HAPME_A Set Thresholds			N	NOM_TC	2	128	172	12	N	Y	N	C	1	N				9	1
ZAHG0016	HAPME_A Arm Set Surv Sta			N	NOM_TC	2	128	172	8	N	Y	N	C	1	N				9	1
ZAHG0017	HAPME_A Set Surv Status			N	NOM_TC	2	128	172	9	N	Y	N	C	1	N				9	1
ZAHG0018	HAPME_A Arm Set AGC Cnfg			N	NOM_TC	2	128	172	8	N	Y	N	C	1	N				9	1
ZAHG0019	HAPME_A Set AGC Cnfg			N	NOM_TC	2	128	172	12	N	Y	N	C	1	N				9	1
ZAHG0020	HAPME_A Arm Set Protect			N	NOM_TC	2	128	172	8	N	Y	N	C	1	N				9	1
ZAHG0021	HAPME_A Set Protections			N	NOM_TC	2	128	172	12	N	Y	N	C	1	N				9	1
ZAHG0022	HAPME_A Arm Custom Step			N	NOM_TC	2	128	172	8	N	Y	N	C	1	N				9	1
ZAHG0023	HAPME_A Custom Step			N	NOM_TC	2	128	172	10	N	Y	N	C	1	N				9	1
ZAHK0000	H-APME_B Go To Az-El			N	NOM_TC	2	128	172	13	N	Y	N	C	1	N				9	1
ZAHK0001	H-APME_B Standby			N	NOM_TC	2	128	172	8	N	Y	N	C	1	N				9	1
ZAHK0002	H-APME_B Ready			N	NOM_TC	2	128	172	8	N	Y	N	C	1	N				9	1
ZAHK0003	H-APME_B Motor On			N	NOM_TC	2	128	172	8	N	Y	N	C	1	N				9	1
ZAHK0004	H-APME_B Steer			N	NOM_TC	2	128	172	8	N	Y	N	C	1	N				9	1
ZAHK0005	H-APME_B Go to Safe Pos			N	NOM_TC	2	128	172	12	N	Y	N	C	1	N				9	1
ZAHK0006	H-APME_B Stop			N	NOM_TC	2	128	172	8	N	Y	N	C	1	N				9	1
ZAHK0007	H-APME_B Clear Alarms			N	NOM_TC	2	128	172	8	N	Y	N	C	1	N				9	1
ZAHK0008	HAPME_B Arm Set Ctrl Par			N	NOM_TC	2	128	172	8	N	Y	N	C	1	N				9	1
ZAHK0009	HAPME_B Set Ctrl Par			N	NOM_TC	2	128	172	15	N	Y	N	C	1	N				9	1
ZAHK0010	HAPME_B Arm Set Mot Curr			N	NOM_TC	2	128	172	8	N	Y	N	C	1	N				9	1
ZAHK0011	HAPME_B Set Motor Curr			N	NOM_TC	2	128	172	20	N	Y	N	C	1	N				9	1
ZAHK0012	HAPME_B Arm Set Cnfg Par			N	NOM_TC	2	128	172	8	N	Y	N	C	1	N				9	1
ZAHK0013	HAPME_B Set Config Par			N	NOM_TC	2	128	172	18	N	Y	N	C	1	N				9	1
ZAHK0014	HAPME_B Arm Set Thresh			N	NOM_TC	2	128	172	8	N	Y	N	C	1	N				9	1
ZAHK0015	HAPME_B Set Thresholds			N	NOM_TC	2	128	172	12	N	Y	N	C	1	N				9	1
ZAHK0016	HAPME_B Arm Set Surv Sta			N	NOM_TC	2	128	172	8	N	Y	N	C	1	N				9	1
ZAHK0017	HAPME_B Set Surv Status			N	NOM_TC	2	128	172	9	N	Y	N	C	1	N				9	1
ZAHK0018	HAPME_B Arm Set AGC Cnfg			N	NOM_TC	2	128	172	8	N	Y	N	C	1	N				9	1
