CAAT0001TC	Off_On	U	2
CAAT0001TM	Off_On	U	2
CAAT0003TC	Redundant_Nominal	U	2
CAAT0005TC	Disconnected_Connected	U	2
CAAT0007TC	Switch_Open_Closed	U	2
CAAT0008TC	RelaySwClosed_Open	U	2
CAAT0009TC	Failed_Healthy	U	2
CAAT0011TC	Not_Selected_Selected	U	2
CAAT0013TC	Absence_Presence	U	2
CAAT0015TC	Backward_Forward	U	2
CAAT0017TC	Left_Right	U	2
CAAT0019TC	Unused_Used	U	2
CAAT0021TC	Still_Moving	U	2
CAAT0023TC	Plus_Minus	U	2
CAAT0025TC	Disarmed_Armed	U	2
CAAT0027TC	Inactive_Active	U	2
CAAT0029TC	Inhibited_Enabled	U	2
CAAT0031TC	Disabled_Enabled	U	2
CAAT0033TC	False_True	U	2
CAAT0035TC	Busy_Ready	U	2
CAAT0037TC	Open_Closed	U	2
CAAT0039TC	Unlocked_Locked	U	2
CAAT0041TC	End_Start	U	2
CAAT0043TC	Empty_Full	U	2
CAAT0045TC	Invalid_Valid	U	2
CAAT0101TC	Receive_Transmit	U	2
CAAT0105TC	Service Requested	U	2
CAAT0107TC	Broadcast Cmd received	U	2
CAAT1002TC	Verify	U	2
CAAT1003TC	Acknowledge	U	2
CAAT1004TC	Increment	U	2
CAAT1007TC	Read Write	U	2
CAAT1008TC	OBCP_boolean	U	2
CAHT0000TC	Odd parity in TCs	U	2
CAHT0001TC	CMI Aperiodic	U	17
CAHT0002TC	Axis selection	U	2
CAHT0003TC	Polarity	U	2
CAHT0004TC	Surveillance	U	2
CAHT0005TC	Protections	U	2
CAHT0006TC	CMI AIT	U	6
CAMT0000TC	Odd parity in TCs	U	2
CAMT0001TC	CMI Aperiodic	U	17
CAMT0002TC	Axis selection	U	2
CAMT0003TC	Polarity	U	2
CAMT0004TC	Surveillance	U	2
CAMT0005TC	Protections	U	2
CAMT0006TC	CMI AIT	U	6
CCD03014TC	Datapool Param ID	U	100
CCD2Z000TC	Memory ID (RM A/B)	U	2
CCD2Z001TC	RMH Atmp Count Reg addr	U	10
CCD2Z002TC	PAP sel Clr Last Chn Reg	U	11
CCD2Z003TC	Memory ID (PM A/B)	U	2
CCD2Z004TC	Memory ID (TTRM A/B)	U	2
CCD2Z005TC	Reset boot Rep TTRM Addr	U	2
CCD2Z006TC	RM prog set, PAP Ptr reg	U	4
CCD2Z007TC	RM prog set, AT Ptr reg	U	4
CCD2Z008TC	OMM scrub rate param	U	2
CCD2Z00CTC	SGM LCL SCVHealth Offset	U	26
CCD2Z00DTC	SGM Antenna A identifier	U	3
CCD2Z00ETC	SGM File Name	U	2
CCD2Z00GTC	SGM Eclipse File Select	U	4
CCD2Z00HTC	SGM TC File	U	4
CCD4Z001TC	Loop ANY G15K 4D489	U	29
CCD4Z002TC	Loop ANY PT-1000	U	14
CCD4Z003TC	Loop ANP PT-1000	U	23
CCD4Z005TC	Loop ANY UTC 0118MM	U	11
CCD4Z006TC	Loop ANY YSI-44907	U	67
CCDT0000TC	AGP sub segment values	U	4
CCDT0003TX	Disabled/Enabled status	U	2
CCDT0004TX	Event ID list	U	1380
CCDT0006TC	Boolean	U	2
CCDT0006TM	Boolean	U	2
CCDT0011TX	Monitoring checking stat	U	6
CCDT0012TX	Nature Of Expected value	U	2
CCDT0013TX	Nature Of Limit check de	U	2
CCDT0015TX	OR/AND logic type	U	2
CCDT0017TC	Parameter type	U	13
CCDT0018TX	Process ID	U	70
CCDT0020TC	Dst Tx identifiers enume	U	4
CCDT0021TX	Packet Store ID	U	9
CCDT0022TC	Period by TTags	U	4
CCDT0023TX	LEOP Step ID	U	12
CCDT0024TC	SADE unit identifier wit	U	4
CCDT0030TX	1553 Bus Coupler ID	U	3
CCDT0031TX	MilBus 1553 bus ID	U	2
CCDT0037TX	Memory ID	U	38
CCDT0038TC	HGA Steer Speed	U	2
CCDT0039TX	Receive/transmit status	U	2
CCDT0040TX	MilBus Remote Terminal	U	32
CCDT0041TX	Identifies SSMM SPW link	U	4
CCDT0042TX	Identifies SSMM SPW link	U	1
CCDT0043TX	Time Report Generation R	U	9
CCDT0044TC	Definition of time set o	U	3
CCDT0045TC	Values of the SGM ID for	U	3
CCDT0048TC	Function ID	U	63
CCDT0053TC	Nominal Coupler ID	U	2
CCDT0054TM	Off_On	U	2
CCDT0057TM	Safe/Failed status	U	2
CCDT0063TM	TTR identifier	U	2
CCDT0069TC	MilBus Remote Terminal w	U	31
CCDT0075TC	SPW identifier	U	3
CCDT0078TM	SCV unit preselection	U	2
CCDT0082TX	File types	U	8
CCDT0089TX	OMM bank identifier	U	4
CCDT0090TX	Circular/Bounded	U	2
CCDT0097TX	defines the OMM units	U	2
CCDT0099TC	Playback pointer	U	3
CCDT0100TC	Playback pointer	U	2
CCDT0103TX	SSMM identifier	U	2
CCDT0107TC	IMU Accelerometers Chann	U	4
CCDT0108TC	RIU Controller acquisiti	U	2
CCDT0109TC	STR ASP Channels	U	2
CCDT0110TC	CPS Branch enumeration	U	4
CCDT0111TC	CPS Latch Valve enumerat	U	2
CCDT0112TC	CPS Valve Action enumera	U	2
CCDT0113TC	RIU Controller identifie	U	2
CCDT0114TC	PCDU DHS identifiers enu	U	2
CCDT0115TC	Valid EHP signal mnemoni	U	24
CCDT0119TC	IMU Gyro Channel selecti	U	8
CCDT0120TC	LCL/SSS selection enumer	U	115
CCDT0123TC	HGA Steering mode	U	2
CCDT0125TX	LCL/SSS Switch On/Off En	U	2
CCDT0126TX	Process IDentifier reach	U	60
CCDT0127TC	Propulsion Group Arm/Dis	U	2
CCDT0128TC	Valid SHP signal mnemoni	U	129
CCDT0129TC	STR unit enumeration	U	2
CCDT0130TC	Process IDentifier of a	U	61
CCDT0131TC	WDE channel selection en	U	4
CCDT0135TM	Identifies requested AOC	U	5
CCDT0136TM	Identifies requested AOC	U	23
